#wavelength (nm), radius_ratio (rr), error of rr (+), error of rr (-)
4.151662466898898856e+03,1.457255488356798967e-01,1.755294144283436886e-03,1.700645110503246071e-03
4.152330848686093304e+03,1.480620419606932248e-01,1.652090703018777029e-03,1.995299847308118490e-03
4.152999223397962851e+03,1.436781067015755475e-01,1.636011805214415693e-03,2.404396715730255929e-03
4.153667591032549353e+03,1.464856279427541041e-01,1.718084076468784360e-03,1.819496104049384000e-03
4.154335951587852833e+03,1.433399462351618303e-01,2.164800204281863705e-03,1.722071888472703760e-03
4.155004305061959712e+03,1.467576548315226992e-01,1.876858281030319153e-03,1.529966599935123073e-03
4.155672651452920945e+03,1.438753799739312944e-01,2.287881609606495781e-03,1.740783828007463896e-03
4.156340990758767475e+03,1.491204365419241673e-01,1.729314224643757614e-03,1.899481963136800955e-03
4.157009322977506599e+03,1.454561936893906116e-01,1.681987397862461098e-03,1.932987439269506780e-03
4.157677648107223831e+03,1.474856468376914975e-01,1.808841599081456586e-03,1.793881984786527273e-03
4.158345966145959210e+03,1.418164626852884691e-01,1.966162303623258945e-03,1.674753883469770610e-03
4.159014277091730946e+03,1.450659042958848954e-01,1.616839227920968680e-03,2.066111881872750855e-03
4.159682580942566346e+03,1.461015154662963222e-01,1.829018315203573275e-03,2.138114710240335281e-03
4.160350877696536372e+03,1.476881907374353320e-01,2.058619326915422931e-03,1.497122242837267692e-03
4.161019167351677424e+03,1.433851721801799872e-01,1.923233746231906016e-03,1.827553709863177778e-03
4.161687449905986796e+03,1.439606228851393888e-01,1.865197810001217871e-03,1.749648387561336671e-03
4.162355725357523625e+03,1.430890725599051061e-01,2.314809081476576491e-03,1.443341518959945224e-03
4.163023993704335226e+03,1.464450481566618167e-01,1.913409087044043444e-03,1.728584663182264336e-03
4.163692254944457090e+03,1.441411797535082917e-01,1.616100986701535236e-03,2.088038976118450352e-03
4.164360509075866503e+03,1.437268100446897900e-01,1.904029911851068402e-03,1.684940388802541600e-03
4.165028756096650795e+03,1.473682712917522841e-01,1.483261309276728834e-03,2.149196353490201439e-03
4.165696996004841822e+03,1.458176261854026157e-01,2.022103497380134396e-03,1.942858074108766431e-03
4.166365228798445969e+03,1.448977495989325348e-01,1.878206181328084812e-03,2.006984487607277323e-03
4.167033454475480539e+03,1.460877363064385648e-01,1.788486064980610024e-03,1.878643924741102422e-03
4.167701673034007399e+03,1.451433621714066369e-01,1.819639098708442093e-03,1.924194022497993650e-03
4.168369884472055674e+03,1.453464382167735103e-01,1.796462880826077413e-03,1.860938716939347648e-03
4.169038088787607194e+03,1.472807065411970151e-01,1.932289873043196993e-03,1.825130002208880109e-03
4.169706285978717460e+03,1.456074968367349620e-01,1.780427075539769977e-03,1.898468790027696418e-03
4.170374476043426512e+03,1.454005978706726099e-01,2.180869896067999525e-03,1.727078359995609658e-03
4.171042658979749831e+03,1.468783425244933605e-01,1.833207943765957637e-03,1.908019652771542063e-03
4.171710834785666520e+03,1.473185340914782981e-01,1.542701768274395979e-03,1.965820787742905695e-03
4.172379003459250271e+03,1.445836404129335895e-01,1.383906377912247354e-03,2.572542000993410793e-03
4.173047164998524750e+03,1.454763319687117362e-01,1.879171364009113443e-03,1.672889115104325697e-03
4.173715319401474517e+03,1.451005599987899575e-01,1.628406387588848814e-03,2.036544182580563023e-03
4.174383466666127788e+03,1.448017865377298485e-01,1.870250017030533618e-03,1.852425245293470857e-03
4.175051606790529149e+03,1.471196284882629879e-01,1.651526896165766978e-03,1.672594259164716934e-03
4.175719739772694084e+03,1.483670384349701221e-01,1.798437726403895320e-03,1.783504667215440875e-03
4.176387865610583503e+03,1.478424579783268467e-01,1.505631539864354940e-03,1.744263533419720957e-03
4.177055984302271099e+03,1.475378039242080108e-01,1.801048630802215555e-03,1.795019947186338172e-03
4.177724095845772354e+03,1.466690488180641960e-01,2.025836163387528810e-03,1.602285702409722568e-03
4.178392200239075464e+03,1.447465479249367970e-01,1.898367212716078889e-03,2.077186747955567236e-03
4.179060297480185909e+03,1.461658153236324864e-01,2.113369842317525116e-03,1.823716406207737117e-03
4.179728387567151003e+03,1.469961610278458508e-01,1.566548084127566964e-03,2.073617345240336141e-03
4.180396470497980772e+03,1.445594479240625563e-01,1.909940992318337472e-03,1.810401658176336026e-03
4.181064546270634310e+03,1.462885986043055420e-01,1.556377678186698921e-03,2.002380422624877587e-03
4.181732614883168935e+03,1.449300912637059568e-01,1.838814661372867310e-03,1.868038681603623186e-03
4.182400676333597403e+03,1.460210732820526047e-01,1.744348303005321954e-03,1.909940751189387331e-03
4.183068730619905182e+03,1.472475742554502642e-01,1.630950363608468789e-03,1.993499782776797513e-03
4.183736777740087746e+03,1.472668848778270201e-01,1.842503902891784451e-03,1.686560497901029576e-03
4.184404817692187862e+03,1.449094189980488778e-01,1.664830206233147702e-03,1.902790320188030293e-03
4.185072850474209190e+03,1.458985113284203550e-01,1.613627681447959983e-03,1.949100062711928150e-03
4.185740876084103547e+03,1.450646729914234212e-01,2.203968997270822072e-03,1.841841521865172915e-03
4.186408894519921887e+03,1.434913369662609295e-01,1.784691581866920673e-03,1.828336771663913174e-03
4.187076905779673325e+03,1.450167739869215322e-01,1.361571614439033295e-03,2.424748128164400107e-03
4.187744909861334236e+03,1.466354767406071180e-01,2.046865723049073882e-03,1.723940196855539009e-03
4.188412906762896455e+03,1.474331537055533214e-01,1.722587237602934973e-03,1.741306107414797300e-03
4.189080896482392745e+03,1.447252588328675760e-01,1.772257257562748212e-03,1.848715918372545453e-03
4.189748879017824947e+03,1.474824873747197507e-01,2.117970191524737311e-03,1.888310178568497477e-03
4.190416854367130327e+03,1.450665041012481615e-01,2.157967462509791101e-03,1.676872068990087339e-03
4.191084822528363475e+03,1.472979633020475854e-01,1.619970569914974678e-03,2.544420245285533566e-03
4.191752783499525322e+03,1.502978582846079547e-01,1.664399405124805664e-03,2.010097392536547289e-03
4.192420737278573142e+03,1.438851346439870837e-01,2.006550042007393397e-03,2.060385074780651804e-03
4.193088683863512415e+03,1.443324026795930748e-01,1.514036730337425807e-03,2.060574866331044142e-03
4.193756623252358622e+03,1.483738768148629150e-01,1.673788041431450990e-03,1.979599592242614614e-03
4.194424555443101781e+03,1.466314052986925076e-01,2.137911492009147985e-03,1.637055362346956366e-03
4.195092480433685523e+03,1.453777035078426816e-01,2.023103627098482571e-03,1.822003582774178732e-03
4.195760398222154436e+03,1.441037634561397607e-01,1.873894426931643764e-03,1.874154853019865952e-03
4.196428308806497625e+03,1.459123141187058659e-01,1.911421761631199034e-03,1.710045276206634268e-03
4.197096212184661454e+03,1.460386411868483392e-01,2.122461161084637782e-03,1.507782644981026099e-03
4.197764108354658674e+03,1.430504484845376290e-01,2.294504671140978891e-03,1.738361293625839687e-03
4.198431997314497494e+03,1.462409122752464652e-01,1.804378851711557763e-03,1.855858302262897164e-03
4.199099879062139735e+03,1.445843470447636392e-01,1.831511147091346992e-03,1.889946491572314091e-03
4.199767753595551767e+03,1.476163526100394419e-01,1.904669878828813001e-03,1.738800655292943587e-03
4.200435620912758168e+03,1.433233695019539566e-01,1.936505357704371155e-03,1.966579984437305528e-03
4.201103481011743497e+03,1.428768365884872937e-01,1.772718400378958670e-03,2.119150673426606346e-03
4.201771333890427741e+03,1.489687577296091581e-01,2.182123152593806736e-03,1.526870375539890468e-03
4.202439179546854575e+03,1.490266919095580012e-01,1.977256883521044672e-03,1.831892420775776964e-03
4.203107017979007651e+03,1.422447892461466967e-01,1.846827848994980759e-03,1.708843949433352938e-03
4.203774849184818777e+03,1.492175877433537523e-01,1.968160266498208966e-03,1.738276595651927492e-03
4.204442673162290703e+03,1.473206700118332713e-01,1.901529757082853767e-03,1.735434214400255470e-03
4.205110489909421631e+03,1.503453405464069415e-01,1.727326354888175652e-03,2.233617577554164457e-03
4.205778299424167926e+03,1.474557878847818082e-01,1.949294242078680739e-03,1.631752274569964190e-03
4.206446101704484136e+03,1.444696192856222416e-01,2.837447016780125786e-03,3.661063230638694765e-03
4.207113896748389379e+03,1.506885457588957589e-01,1.915993078896810475e-03,1.626713715218275347e-03
4.207781684553851846e+03,1.425449177883820195e-01,1.720418213312563394e-03,2.199316595931533058e-03
4.208449465118786975e+03,1.448819401272811724e-01,2.199082711971694915e-03,1.686104352878220469e-03
4.209117238441228437e+03,1.434877268934758310e-01,2.311188180949469428e-03,1.838620656207184956e-03
4.209785004519148060e+03,1.478751320899051314e-01,1.714420724478776803e-03,1.866776277216625202e-03
4.210452763350468558e+03,1.442024168655993144e-01,2.031985378251360830e-03,2.006078192135773985e-03
4.211120514933187224e+03,1.450481665694621780e-01,1.670849887528469413e-03,2.042483311585324701e-03
4.211788259265292254e+03,1.510679089351034121e-01,1.497682877045630745e-03,2.052895910065161145e-03
4.212455996344720006e+03,1.463735927374599233e-01,1.476453918476755556e-03,2.085232201443326661e-03
4.213123726169432302e+03,1.477350568079620063e-01,1.700819392543156949e-03,1.966831825429726788e-03
4.213791448737428254e+03,1.456216763201440556e-01,2.241808883248846973e-03,1.699560329536664582e-03
4.214459164046660590e+03,1.467480522834696544e-01,1.942305835961555260e-03,1.695460596967512945e-03
4.215126872095053841e+03,1.523102695073340063e-01,1.615493392947975337e-03,1.654372690862798700e-03
4.215794572880622582e+03,1.491588827331692124e-01,2.118412338691089136e-03,1.446606880575712628e-03
4.216462266401326815e+03,1.494909403303741335e-01,2.300415359156260386e-03,1.423656932614203452e-03
4.217129952655064699e+03,1.481473758018704290e-01,1.713440694390305774e-03,1.854186901530024967e-03
4.217797631639857173e+03,1.483140530457243145e-01,1.570422542982202740e-03,2.264928624729878326e-03
4.218465303353666059e+03,1.482582559362534136e-01,1.710243217581564057e-03,1.626031137636124724e-03
4.219132967794398610e+03,1.487930938559894334e-01,2.009318780020891149e-03,1.524647896426561955e-03
4.219800624960043933e+03,1.448024069312085493e-01,2.201321896100616460e-03,1.619746136905797496e-03
4.220468274848576584e+03,1.458242031765641933e-01,2.066290052074232220e-03,1.883074590545069649e-03
4.221135917457912910e+03,1.468988925146891278e-01,1.888909664262278243e-03,1.995454852301348225e-03
4.221803552786012006e+03,1.457540669086652418e-01,1.976260131320822788e-03,1.924791575467571514e-03
4.222471180830858430e+03,1.473780591869824907e-01,2.165022679827349750e-03,1.584486930711365149e-03
4.223138801590381263e+03,1.461376152514837767e-01,1.886636196301028079e-03,1.900285184653349724e-03
4.223806415062510496e+03,1.468891595815066675e-01,1.945668604850597783e-03,1.696218934760324037e-03
4.224474021245237964e+03,1.471670183196494563e-01,1.693247756151872174e-03,2.001721300648656721e-03
4.225141620136504571e+03,1.470541265107693230e-01,1.816208145582753897e-03,1.879646293995174133e-03
4.225809211734212113e+03,1.463866662881996017e-01,1.909575586967054983e-03,2.106304250644286391e-03
4.226476796036362430e+03,1.479888564059382849e-01,1.441428613721623675e-03,2.413705230995294437e-03
4.227144373040900064e+03,1.486594300146563408e-01,1.831396080656383374e-03,1.629156609387782950e-03
4.227811942745707711e+03,1.482640046002809409e-01,1.860704326777373740e-03,1.812160801969664448e-03
4.228479505148792668e+03,1.460132565047480846e-01,2.549808796086155960e-03,1.517743599696669277e-03
4.229147060248097659e+03,1.472698740792167116e-01,2.033578385410850231e-03,1.646526010252641337e-03
4.229814608041509018e+03,1.496338225023611801e-01,1.368985597605842930e-03,2.121626129281961592e-03
4.230482148527014033e+03,1.491784453493056328e-01,1.956746543864851251e-03,1.906957342361681462e-03
4.231149681702563612e+03,1.489425795886286097e-01,2.137604335173709513e-03,1.725057400413398945e-03
4.231817207566048637e+03,1.486145473363583713e-01,1.630458245013899354e-03,1.942608098933401584e-03
4.232484726115432750e+03,1.470720063922932586e-01,1.790962978907240100e-03,2.092446832022004655e-03
4.233152237348677772e+03,1.501936911768124716e-01,1.743135589181515899e-03,1.842948969472402165e-03
4.233819741263674587e+03,1.516000656665247304e-01,1.464325611369554636e-03,1.995271389815089780e-03
4.234487237858372282e+03,1.508946597162449388e-01,2.010570323037003115e-03,1.757157584072938095e-03
4.235154727130735409e+03,1.514609392181495151e-01,1.599610909719412222e-03,2.312059139473660041e-03
4.235822209078659398e+03,1.489627683279401704e-01,1.617126008313679586e-03,1.948017088532788543e-03
4.236489683700076057e+03,1.479070978139436221e-01,1.997444516006030568e-03,1.820145833131170399e-03
4.237824610955188291e+03,1.497157693667531819e-01,2.054104553921159981e-03,1.697661499768632343e-03
4.238492063584702919e+03,1.506973347760520165e-01,2.223293772195072959e-03,1.354013890012495391e-03
4.239159508879462919e+03,1.485258564226706324e-01,2.186403055103425253e-03,1.810067411466109721e-03
4.239826946837370087e+03,1.470655665106353482e-01,1.765194236506395509e-03,2.310485628674641134e-03
4.240494377456331677e+03,1.532244717878567253e-01,1.538053025774310800e-03,2.253335979096243724e-03
4.241161800734316785e+03,1.452684569359148914e-01,2.408785600908597280e-03,1.672876682900503731e-03
4.241829216669229936e+03,1.485812159352287720e-01,1.673675188933076985e-03,1.960961082084211604e-03
4.242496625258963832e+03,1.498802888689681756e-01,1.910103402039564635e-03,1.549322561492677552e-03
4.243164026501487569e+03,1.464342837660241869e-01,1.923747805278402945e-03,1.786654327522008145e-03
4.243831420394708402e+03,1.531756097325294996e-01,1.296291228300522347e-03,2.114802051752157075e-03
4.244498806936509027e+03,1.492608172731289540e-01,1.976950111081010597e-03,1.886817715259503370e-03
4.245166186124859451e+03,1.472828793747849585e-01,1.728603962167535313e-03,1.906082516265839022e-03
4.245833557957666017e+03,1.482940403255463835e-01,1.338986127443292373e-03,2.485817407721885308e-03
4.246500922432801417e+03,1.479953961593831191e-01,2.041287497417165753e-03,1.568813171127780848e-03
4.247168279548237479e+03,1.487900443722359189e-01,1.951891065997246599e-03,1.662311271184435668e-03
4.247835629301879635e+03,1.471047293335164263e-01,1.805351204979460666e-03,2.082081338559860217e-03
4.248502971691590574e+03,1.514343650556481680e-01,1.764931102541333896e-03,2.026558453801535764e-03
4.249170306715342122e+03,1.467537875122355562e-01,2.033620468365110456e-03,2.059302963932252428e-03
4.249837634371039712e+03,1.480290434668805610e-01,2.028099807378974662e-03,1.704019066612882938e-03
4.250504954656538757e+03,1.493786166329090781e-01,1.634394996080007489e-03,1.934970354507375978e-03
4.251172267569811083e+03,1.475908801835653095e-01,1.920403718058960596e-03,1.712031157940219206e-03
4.251839573108757577e+03,1.478965959154259491e-01,1.945114138558745598e-03,1.743253641188186043e-03
4.252506871271230011e+03,1.511050795539665703e-01,2.036377193133709351e-03,1.804012701162954757e-03
4.253174162055198394e+03,1.473074725081040537e-01,1.702205399086553772e-03,1.835571423997928164e-03
4.253841445458557246e+03,1.469807323658656184e-01,2.049414433077184627e-03,2.139215534865540613e-03
4.254508721479161068e+03,1.484482159187704986e-01,1.739356167989314361e-03,1.710860672082648026e-03
4.255175990114971682e+03,1.487551548626832587e-01,1.848756566875831009e-03,1.935339989147910611e-03
4.255843251363880881e+03,1.524681420969470347e-01,1.973399436985434630e-03,2.015001742663280471e-03
4.256510505223744076e+03,1.490683770570598865e-01,2.257364874312828285e-03,1.535609286130779072e-03
4.257177751692515812e+03,1.488229557565792782e-01,2.204311789493540452e-03,1.791563854595668026e-03
4.257844990768085154e+03,1.482702864975798118e-01,2.244087283566370550e-03,1.958384818602970645e-03
4.258512222448305693e+03,1.460909377794626929e-01,1.977240830551341144e-03,1.875492527715849622e-03
